id,paragraph,link
54,"Бино ба тавофуқе, ки рӯзи панҷшанбе миёни мақомҳои омрикоӣ ва ин бонки олмонӣ сурат гирифт, Кумерзбонк бо пардохти ин ҷарима аз таъқиби қазоии вазорати додгустарии Омрико масун мемонад.",https://www.bbc.com/tajik/news/2015/03/150313_rm_commerzbank_paying_billions_settle_cases_us_sanctions
55,"ASIA-Plus, нашрияи русизабон, ин суолро матраҳ карда, ки пас аз қатли Умаралӣ Қувватов, раҳбари фақиди “Гурӯҳи-24” дар Туркия, ин созмони мухолифи давлати Тоҷикистонро кӣ раҳбарӣ хоҳад кард?",https://www.bbc.com/tajik/news/2015/03/150312_sq_tajpress
56,"Бисту як созмони фаъъол дар заминаи кумакҳои башардӯстона дар гузориши муштараке Шӯрои Амнияти Созмони Милалро ҳадафи интиқоди шадид қарор дода ва ин шӯроро муттаҳам кардаанд, ки ба ҷои амал ба масъулияти худ дар ҳимоят ва кумак ба ғайринизомиёни сурӣ ононро ""ба ҳоли худ раҳо карда""  ва ба масъулияти худ дар қиболи онон амал намекунад",https://www.bbc.com/tajik/news/2015/03/150312_rm_syria_un_relief
57,"Тибқи ин фармон, ки рӯзи панҷшанбеи 12 март имзо шуда, афроде, ки хидмати сарбозиро дар ягонҳои вобаста ба вазорати дифоъ, кумитеи амният, горди миллӣ, вазорати кишвар, кумитаи умури изтирорӣ ва риёсати умури зиндонҳои Вазорати додгустарии Тоҷикистон анҷом додаанд, тайи моҳҳои апрел ва май мураххас шуда ва афроди тоза ба хидмати сарбозӣ даъват мешаванд.",https://www.bbc.com/tajik/news/2015/03/150312_ea_rahman_army_recruitment
58,"Ба гуфтаи давлати Ироқ, мақодири каме аз ин модаи шимиёӣ дар бумбҳои канориҷодаӣ ба кор бурда мешавад, ки ҳадафи он куштани нерӯҳои ироқӣ ҳаст, ки қасди берун рондани пайкорҷӯёни Доъишро аз Тикрит доранд.",https://www.bbc.com/tajik/news/2015/03/150312_rm_isis_iraq_chlorine_gas
59,"Жана Немтсова ба Би-би-сӣ гуфт, ки ба эътиқоди ӯ раиси ҷумҳури Русия ""аз лиҳози сиёсӣ"" масъули қатли падараш аст.",https://www.bbc.com/tajik/news/2015/03/150312_rm_nemtsov_putin
60,"Зоур Додоев, ки чанд рӯз пеш ҳамроҳ бо як нафари дигар расман ба ин қатл муттаҳам шуд, акнун бар бегуноҳии худ таъкид мекунад.",https://www.bbc.com/tajik/news/2015/03/150311_l16_an_russia_nemtsov
61,"Жонк Чунсӣ, раиси давлати Синкёнг, ки ҷамъияти зиёде аз мусалмонони уйғурро дар худ ҷой додааст, ин суханонро баён кардааст.",https://www.bbc.com/tajik/news/2015/03/150311_l16_an_china_xinjiang_mulims_isis
62,Ҳадаф аз ин монуврҳои паймони НОТУ итминони хотир додан ба аъзои шарқии ин паймон дар муқобили рафтори ғайриқобили пешбинии Русия эълом шудааст.,https://www.bbc.com/tajik/news/2015/03/150311_l16_an_nato_black_sea_excercise_russia
63,Юмкюэм/MQM бузургтарин ҳизби сиёсии Покистон дар Карочӣ дар иёлати Синд аст.,https://www.bbc.com/tajik/news/2015/03/150311_l16_l30_pakistan_attack_mqm
64,"Ба гузориши расонаҳои маҳаллӣ, Нигинаи Муъмин дар бахши телевизиюн, Абдуғаффор Убайдуллоев дар бахши родию, Абдувоҳиди Зевар ва Эркин Шукур дар бахши матбӯъот ва Масрури Абдулло ва Сироҷиддин Икромӣ дар бахши илмию таҳлилӣ барандаи ҷавоизи Абулқосим Лоҳутӣ шудаанд.",https://www.bbc.com/tajik/news/2015/03/150311_zkh_massmedia_press_day
65,"Ба навиштаи дафтари матбуъотии раёсати ҷумҳурии Тоҷикистон дар ин мулоқот ба мавзӯъи ҳамгироии амниятии кишварҳои Осиёи Миёна таваҷҷӯҳи вижа шудааст. Ин манбаъ бидуни ироаи тафсилоти ин мавзӯъ  хабар додааст: ""Дар мулоқот масоили вобаста ба ҳамгироии амниятии Тоҷикистону дигар кишварҳои Осиёи Марказӣ бо Иттиҳоди Аврупо ва ҳам мавзӯъҳои ҳамкории дуҷониба баррасӣ шуд.""",https://www.bbc.com/tajik/news/2015/03/150311_sq_rln_rahman_eu
66,"Ба гуфтаи Би-би-сӣ, оқои Клорксун то замони мушаххас шудани ""натиҷаи таҳқиқот"" дар мавриди ""мушоҷараи"" ӯ бо таҳиякунандаи барнома ба таври муваққат аз кори худ барканор шудааст.",https://www.bbc.com/tajik/news/2015/03/150311_rm_jeremy_clarkson_suspended_bbc
67,"Онҳо мегӯянд, ки Доъиш барои ҷилавгирӣ аз пешравии нерӯҳои ироқӣ дар саросари шаҳр маводди мунфаҷира кор гузоштааст.",https://www.bbc.com/tajik/news/2015/03/150311_rm_takrit_fighting
68,"Тибқи иттилоъи торнамои риёсати ҷумҳурии Тоҷикистон, Эмомалӣ Раҳмон дар фармони ҷудогонае оқои Раҳбарро ба симати раиси Кумитаи рушди маҳали Тоҷикистон мансуб кардааст.",https://www.bbc.com/tajik/news/2015/03/150310_zkh_rln_new_appointments_rahman
69,"Раҳбари сусиёл-демукротҳо исрор дорад, ки натоиҷи интихоботи порлумонӣ ва маҷолиси мааллӣ дар Тоҷикистон ҳосили як фароянди интихоб набуда, балки баёнгари дахолати ошкори дастгоҳи давлатӣ дар раъйгирӣ ва таҳмили хостаҳои ҳукуматӣ бар кумисиюнҳои интихоботӣ будааст.",https://www.bbc.com/tajik/news/2015/03/150310_sq_zairov_elex_reaction
70,Акбар Ҳошимии Рафсанҷонӣ ҳам барои раёсати Маҷлиси хубрагон номзад шуда буд.,https://www.bbc.com/tajik/news/2015/03/150310_rm_iran_assembly_of_experts_khobregan_17
71,Ҳодиса дар асари  бархӯрди ду чархбол дар устони Лориуҳо дар шимоли ғарбии Оржонтин рӯй дод ва ду халабони ду чархбол ҳам ҷузви куштаҳо ҳастанд.,https://www.bbc.com/tajik/news/2015/03/150310_rm_french_argentina
72,"Ӯ, ки дар телевизиюни давлатӣ суҳбат мекард, гуфт, ки нерӯҳои давлатӣ ҳам бахши аъзами системҳои мушакӣ ва тӯпхонаи сангинро ақиб кашидаанд.",https://www.bbc.com/tajik/news/2015/03/150310_rm_ukraine_ceasefire-banner
73,Шибҳҷазираи Кириме расман дар 18 марти соли гузаштаи мелодӣ (2014) замимаи хоки Русия шуд.,https://www.bbc.com/tajik/news/2015/03/150309_l16_l31_crimea_russia_putin
74,"Бар асоси гузоришҳои дарёфтӣ коркунони ин полоишгоҳ ва пайкорҷӯёни исломгаро аз ҷумлаи кушташудагони ҳамла ба ин макон ҳастанд, ки дар хориҷ аз шаҳри Тал Абяз воқеъ аст.",https://www.bbc.com/tajik/news/2015/03/150309_l16_l31_syria_refinery_isis
75,Фармондеҳони курд мегӯянд ин амалиёт бо ҳимояти ҳамалоти ҳавоии нерӯҳои эътилофи алайҳи Доъиш ба раҳбарии Омрико дар ҳоли анҷом аст.,https://www.bbc.com/tajik/news/2015/03/150309_l16_l26_iraq_kirkuk_kurds_offensive_islamic_state
76,"Дар баёнияи мунташираи дафтари подшоҳи Арабистони Cаъудӣ гуфта шуда, ки ин нишаст ба дархости Абидрабба Мансур Ҳодӣ, раиси ҷумҳури Яман, ки ба Адан рафта, баргузор мешавад.",https://www.bbc.com/tajik/news/2015/03/150309_l16_l31_gcc_yemen_saudiarabia
77,"Ин суханони Абдуфаттоҳи Ғоиб, раиси Ожонси мубориза бо фасоди Тоҷикистон ба ИТАР ТАСС хабаргузории давлатии Русия нахустин вокуниши як мақоми баландпояи интизомии Тоҷикистон ба қатли Умаралӣ Қувватов аст.",https://www.bbc.com/tajik/news/2015/03/150309_sq_rln_quvvatov_reath_reaction
78,"Ба гуфтаи мақомҳои эронӣ, гуфтугӯ дар бораи ду мавзӯъи ҳалнашуда аз марҳилаи севуми ҳамкориҳои дуҷониба аз далоили аслии ин сафар аст.",https://www.bbc.com/tajik/news/2015/03/150309_ea_iran_iaea_nuclear
79,"Борис Немтсов, муъовини собиқи нахуствазири Русия ва аз мунтақидони саршиноси Владимир Путин, раиси ҷумҳури ин кишвар рӯзи 27 феврал дар Маскав ба зарби гулӯла ба қатл расид.",https://www.bbc.com/tajik/news/2015/03/150308_l16_l31_russia_nemtsov_murder
80,Дар натиҷаи ин даргирӣ то кунун як зиндонӣ ва ду маъмури зиндон кушта ва даҳ зиндонӣ ва як маъмури зиндон захмӣ шудаанд.,https://www.bbc.com/tajik/news/2015/03/150308_l16_k04_javzjan_prison
81,Ин дар ҳоле аст ки Омрико ҳамчунон бузургтарин содиркунандаи таслиҳот дар ҷаҳон аст ва пас аз он кишвар Русия ва Фаронса қарор гирифтаанд.,https://www.bbc.com/tajik/news/2015/03/150308_l16_l31_arms_saudiarabia_defence_spending
82,Бештари ин ҷангҷӯён дар вулусволии Қайсор дар вилояти Форёб ҳузур доранд.,https://www.bbc.com/tajik/news/2015/03/150308_l16_k04_ozbik_people_in_north_with_taleban
83,"Сӯзон Курк, мудири барномаи Уруосиёи ин созмон, дар вокуниш ба қатли оқои Қувватов, ки шаби 5 март дар Истонбул ба вуқӯъ пайваст, баёнияе интишор дода ва қатли ӯро маҳкум кардааст.",https://www.bbc.com/tajik/news/2015/03/150307_ea_quvvatov_amnesty_freedom_house
84,"Бурис Немтсуф, муъовини асбақи нахуствазири Русия ва аз мунтақидони аслии Влодимир Путин, раиси ҷумҳурии ин кишвар, рӯзи 27 феврал дар Маскав ба зарби гулӯла ба қатл расид.",https://www.bbc.com/tajik/news/2015/03/150307_ea_nemtsov_killing_suspect_russia
